Suç ve Ceza | Roman, baþkahramaný Raskolnikov’un iç çatýþmalarýný ve etrafýndaki dünya ile olan çatýþmalarýný anlatýr.
Bozkurtlarýn Ölümü | Yumru, düþmanlarla yüzleþti.
Bozkurtlarýn Ölümü | Elçiler, düþman kampýna sýzdý.
Bozkurtlarýn Ölümü | Yolda, esir düþmüþ bir müttefiki kurtardýlar.
Bozkurtlarýn Ölümü | Batý Kaðaný, ittifak için elçilerini gönderdi.
Araba Sevdasý | Bihruz'un annesi, oðlunun geç vakitlere kadar dýþarýda olmasýndan þikayetçiydi.
Araba Sevdasý | Çamlýca Bahçesi'nde, Bihruz ve Periveþ yan yana yürüdüler.
Araba Sevdasý | Kýsýklý Meydaný'nda, Bihruz Bey bir sokak sanatçýsýný izledi.
Araba Sevdasý | Bulgurlu'daki bir kafede, Bihruz Bey düþüncelere daldý.
Araba Sevdasý | Periveþ, Bihruz Bey'e doðru yavaþça yaklaþtý.
Suç ve Ceza | Raskolnikov'un trajik hayatý, dönemin Rus toplumunun bir yansýmasýdýr.
Suç ve Ceza | Romanýn ana temasý, bireysel eylemlerin toplumsal sonuçlarý üzerinedir.
Suç ve Ceza | Raskolnikov'un iç dünyasý, onun dýþ dünya ile olan çatýþmalarý arasýnda bir köprü kurar.
Suç ve Ceza | Raskolnikov, toplumun sýnýrlarýný zorlayan radikal düþünceleri sorgular.
Suç ve Ceza | Raskolnikov'un hikayesi, dönemin sosyo-ekonomik koþullarý altýnda þekillenir.
Suç ve Ceza | Roman, Raskolnikov'un çevresi ve sosyal çevre ile olan etkileþimlerini inceler.
Suç ve Ceza | Raskolnikov, kendi adaletini saðlamak için tehlikeli bir yol seçer.
Anna Karenina | Anna, Vronsky ile göz göze geldiðinde içinde bir kývýlcým hissetti, bu yasak aþkýn ilk iþaretiydi.
Anna Karenina | Karenin, Anna'nýn gitgide soðuyan tavýrlarýna raðmen ona karþý olan sevgisini korumaya çalýþtý.
Anna Karenina | Vronsky'nin Anna'ya duyduðu aþk, onu her kararýnda daha cesur olmaya itiyordu.
Anna Karenina | Anna ve Vronsky, Petersburg sosyetesinin gözlerinden uzak, gizli bir buluþma ayarladýlar.
Anna Karenina | Levin, Kitty ile evliliklerinde mutluluðu bulma umuduyla doluydu, Anna'nýn trajedisinden derinlemesine etkilenmiþti.
Anna Karenina | Anna'nýn duygusal çalkantýlarý, zorlu bir toplumsal yargý ile karþý karþýya býraktý.
Anna Karenina | Dolly, Anna'nýn içinde bulunduðu durumu anlamaya çalýþýrken, kendi evliliðini sorgulamaya baþladý.
Anna Karenina | Vronsky'nin at yarýþýndaki kazasý, Anna'nýn tüm salonun önünde hissettiði dehþeti açýða çýkardý.
Anna Karenina | Anna, toplumun yargýsýndan kaçarken, yalnýzlýðýn ve çaresizliðin kollarýna düþtü.
Anna Karenina | Karenin, Anna'nýn Vronsky ile iliþkisini öðrendiðinde, kýrgýnlýk ve öfke içindeydi.
Anna Karenina | Anna, oðlu Seryozha ile vedalaþýrken, ona olan sevgisinin farkýna vardý, ancak çok geçti.
Suç ve Ceza | Roman, Raskolnikov'un idealleri ve gerçekler arasýndaki çatýþmayý gösterir.
Suç ve Ceza | Raskolnikov'un düþünceleri ve eylemleri, onun karmaþýk kiþiliðini ortaya koyar.
Suç ve Ceza | Raskolnikov'un hayatý, tarihi ve kültürel deðiþimlerin etkisi altýnda anlatýlýr.
Suç ve Ceza | Raskolnikov ve diðer karakterler arasýndaki diyaloglar, romanýn temel taþlarýndan biridir.
Suç ve Ceza | Raskolnikov'un suçla baþa çýkma yöntemleri, onun kiþisel çöküþünü tetikler.
Suç ve Ceza | Roman, Raskolnikov'un içsel çatýþmalarý ve topluma olan etkisini keþfeder.
Suç ve Ceza | Raskolnikov, ahlaki sýnýrlarý zorlayarak kendi kaderini çizer.
Suç ve Ceza | Raskolnikov'un kararlarý, onun iç dünyasýndaki baskýn çatýþmalarý yansýtýr.
Suç ve Ceza | Roman, Raskolnikov'un yaptýðý tercihlerin aðýr sonuçlarýný iþler.
Suç ve Ceza | Raskolnikov'un yaþamý ve kararlarý, dönemin toplumsal yapýsýný eleþtirel bir bakýþla sunar.
Aþk-ý Memnu | Bihter, annesine bakarak geçmiþi sorgulayan bir soru yöneltti.
Aþk-ý Memnu | Firdevs Haným, kýzýnýn sorusuna þaþkýnlýkla ve sessizce yanýt verdi.
Aþk-ý Memnu | Dilin ince detaylarý, Bihter ve Peyker'in arasýndaki anlaþmazlýklarý belirginleþtiriyordu.
Aþk-ý Memnu | Peyker ve Bihter, anlamlý bakýþlarla iletiþim kurarken gizli düþüncelerini paylaþýyorlardý.
Aþk-ý Memnu | Firdevs Haným, on yýllardýr süregelen üne sahip, toplumun tanýnmýþ simalarýndandýr.
Aþk-ý Memnu | Beyaz sandal zarif bir þekilde kayarken, maun sandal sessizce sýyrýlýp geçti.
Aþk-ý Memnu | Bihter, annesinin sözlerine cevap vermek yerine sessiz kalmayý tercih etti.
Aþk-ý Memnu | Peyker, annesine dolaylý bir cevap vererek o gün çocuklarýn olmadýðýný belirtti.
Aþk-ý Memnu | Firdevs Haným'ýn özel yaþamý, onun sosyal çevresinde daima merak konusuydu.
Aþk-ý Memnu | Peyker, sessizce annesinin yanýtlarýný dinlerken, aile içi dinamikleri gözlemliyordu.
Araba Sevdasý | Mösyö Piyer, Bihruz'a yeni bir dil bilgisi kitabý getirdiðinde, Bihruz kitabý heyecanla karþýladý.
Araba Sevdasý | Bihruz'un annesi, oðlunun evlenme çaðýna geldiðini düþünerek uygun bir kýz arayýþýna girdi.
Araba Sevdasý | Periveþ, Bihruz ile olan iliþkisini daha ciddi bir düzeye taþýmayý düþünüyordu.
Araba Sevdasý | Keþfi Bey, Bihruz'a iþ hayatýnda karþýlaþtýðý zorluklarý anlattý.
Araba Sevdasý | Mösyö Piyer, Bihruz'un Fransýzca konuþmasýndaki ilerlemeyi takdir etti.
Araba Sevdasý | Bihruz, Çamlýca tepelerinde yalnýz baþýna yürürken geleceðini düþündü.
Aþk-ý Memnu | Bihter ve Behlül'ün gizli iliþkisi, yavaþ yavaþ aile içinde sorunlara yol açýyordu.
Aþk-ý Memnu | Melih Bey'in yalýsý, Boðaziçi'nin tarihine tanýklýk eden eski bir yapýydý.
Aþk-ý Memnu | Firdevs Haným, kýzý Bihter'in sorularýný yanýtsýz býrakarak dikkatini baþka yöne çevirdi.
Aþk-ý Memnu | Bihter, annesine derin bir hayal kýrýklýðý ile bakarken, onun duygularýný anlamaya çalýþýyordu.
Aþk-ý Memnu | Adnan Bey'in varlýklý yaþam tarzý, çevresindeki insanlarý etkilemeye devam ediyordu.
Aþk-ý Memnu | Bihter ve Behlül'ün iliþkisi, yasak aþkýn sýnýrlarýný zorluyordu.
Araba Sevdasý | Keþfi Bey ve Bihruz, eski anýlarý yad ederken kahkahalar attýlar.
Araba Sevdasý | Mösyö Piyer, Bihruz Bey'e Paris'teki hayatýndan bahsetti.
Araba Sevdasý | Periveþ'in gülüþü, bahçenin tüm hüznünü aydýnlatýyordu.
Araba Sevdasý | Bihruz'un annesi, oðlunun geç kalmasýndan endiþeleniyordu.
Araba Sevdasý | Çamlýca tepesindeki manzara, Bihruz'un ruhunu dinlendiriyordu.
Aþk-ý Memnu | Nihal, Bihter'le tartýþtýktan sonra odasýna çekildi.
Aþk-ý Memnu | Bihter, Adnan Bey'in iþ gezisinden dönüþünü sabýrsýzlýkla bekliyordu.
Aþk-ý Memnu | Peyker, Behlül'e Nihal ile ilgili endiþelerini dile getirdi.
Aþk-ý Memnu | Nihal, bahçede geçirdiði zamanýn tadýný çýkarýyordu.
Aþk-ý Memnu | Adnan Bey, Bihter ve Behlül'ün arasýndaki gerilimi fark etti.
Aþk-ý Memnu | Bihter, Nihal'le olan iliþkisini düzeltmeye çalýþtý.
Anna Karenina | Anna, Vronsky ile göz göze geldiðinde içinde bir kývýlcým hissetti, bu yasak aþkýn ilk iþaretiydi.
Anna Karenina | Karenin, Anna'nýn gitgide soðuyan tavýrlarýna raðmen ona karþý olan sevgisini korumaya çalýþtý.
Anna Karenina | Vronsky'nin Anna'ya duyduðu aþk, onu her kararýnda daha cesur olmaya itiyordu.
Anna Karenina | Anna ve Vronsky, Petersburg sosyetesinin gözlerinden uzak, gizli bir buluþma ayarladýlar.
Anna Karenina | Levin, Kitty ile evliliklerinde mutluluðu bulma umuduyla doluydu, Anna'nýn trajedisinden derinlemesine etkilenmiþti.
Anna Karenina | Anna'nýn duygusal çalkantýlarý, zorlu bir toplumsal yargý ile karþý karþýya býraktý.
Anna Karenina | Dolly, Anna'nýn içinde bulunduðu durumu anlamaya çalýþýrken, kendi evliliðini sorgulamaya baþladý.
Anna Karenina | Vronsky'nin at yarýþýndaki kazasý, Anna'nýn tüm salonun önünde hissettiði dehþeti açýða çýkardý.
Anna Karenina | Anna, toplumun yargýsýndan kaçarken, yalnýzlýðýn ve çaresizliðin kollarýna düþtü.
Anna Karenina | Karenin, Anna'nýn Vronsky ile iliþkisini öðrendiðinde, kýrgýnlýk ve öfke içindeydi.
Anna Karenina | Anna, oðlu Seryozha ile vedalaþýrken, ona olan sevgisinin farkýna vardý, ancak çok geçti.
Anna Karenina | Vronsky ile yaþadýðý tutkulu anlar, Anna'nýn kendi deðerlerini sorgulamasýna neden oldu.
Anna Karenina | Levin ve Kitty, Anna'nýn yaþadýklarýndan ders alarak kendi iliþkilerini saðlam temeller üzerine kurmaya karar verdiler.
Anna Karenina | Anna, sosyal çevresinin baskýlarýna daha fazla dayanamayýp Moskova'dan ayrýlma kararý aldý.
Anna Karenina | Vronsky'nin askeri kariyeri, Anna ile olan iliþkisinden dolayý tehlikeye girmiþti.
Anna Karenina | Anna, özgürlüðüne kavuþma hayaliyle dolup taþarken, gerçek dünyanýn sýnýrlarýný da kabul etmek zorundaydý.
Anna Karenina | Anna'nýn toplum içindeki itibarý, Vronsky ile olan skandal iliþki yüzünden tamamen zedelendi.
Anna Karenina | Karenin, Anna'ya olan baðlýlýðýný sorgularken, onun mutluluðunu istediðini fark etti.
Anna Karenina | Anna, Vronsky'nin sevgisinden þüphe etmeye baþladýðýnda, içsel bir çöküþ yaþadý.
Anna Karenina | Levin, þehir hayatýnýn karmaþasýndan uzaklaþarak, Kitty ile birlikte kýrsalda yeni bir baþlangýç yapmayý umuyordu.
Aþk-ý Memnu | Peyker, evdeki atmosferin giderek gerildiðini hissediyordu.
Aþk-ý Memnu | Behlül, Nihal'e daha fazla zaman ayýrmaya baþladý.
Aþk-ý Memnu | Bihter, Adnan Bey ile yalnýz kaldýðýnda onunla konuþmaya çalýþtý.
Aþk-ý Memnu | Nihal ve Behlül, birlikte müzik dinlerken yakýnlaþtýlar.
Araba Sevdasý | Kýsýklý'daki eski dostlar, Bihruz Bey'i hasretle karþýladý.
Araba Sevdasý | Bulgurlu'da bir kýþ günü, Bihruz Bey Periveþ'i düþünerek yürüyordu.
Araba Sevdasý | Periveþ, Bihruz Bey'e zarif bir tebessümle baktý.
Araba Sevdasý | Keþfi Bey, Bihruz'a yatýrým yapmayý önerdi.
Anna Karenina | Kont Vronski ile tanýþmasý Anna'nýn hayatýnda yeni bir sayfa açar.
Anna Karenina | Vronski'nin karizmasý ve yakýþýklýlýðý, Anna'nýn kalbinde yeni duygularýn uyanmasýna neden olur.
Anna Karenina | Ýlk baþta Vronski'ye karþý dirense de, Anna sonunda onunla olan tehlikeli iliþkiye kapýlmaktan kendini alamaz.
Anna Karenina | Anna ve Vronski arasýndaki yasak aþk, her ikisinin de hayatýný alt üst eder.
Aþk-ý Memnu | Firdevs Haným, toplum içindeki itibarýný korumak için sürekli olarak dikkatli davranýyordu.
Aþk-ý Memnu | Behlül, Bihter'e olan duygularýný saklamakta zorlanýrken, aile içindeki gerilim artýyordu.
Aþk-ý Memnu | Peyker, annesi Firdevs Haným'ýn tutumlarý karþýsýnda giderek daha fazla hayal kýrýklýðýna uðruyordu.
Aþk-ý Memnu | Adnan Bey ve Nihal arasýndaki baba-kýz iliþkisi, zengin duygusal alt metinlere sahipti.
Aþk-ý Memnu | Bihter, toplumsal baskýlara raðmen kendi mutluluðunu aramaya kararlýydý.
Aþk-ý Memnu | Behlül, yalýdaki yaþamýn sýrlarýný çözmeye çalýþýrken kendini tehlikeli
Araba Sevdasý | Üsküdar’dan Baðlarbaþý tarikiyle Çamlýca’ya gidilirken Tophanelioðlu’ndaki dört yol aðzý mevkiinden takriben bir yüz hatve ileriye medd-i nazar olunur ise o vâsi þosenin müntehâ-yý vustâsýnda etrafý bir buçuk arþýn kadar irtifada duvar içine alýnmýþ bir aðaçlýk görülür.
Araba Sevdasý | Burasý Çamlýca Bahçesi namýyla Ýstanbul’da en evvel tanzim ve güþad olunmuþ olan bahçedir.
Araba Sevdasý | Çamlýca Bahçesi bundan evvel þimdiki gibi hüzünlü idi.
Anna Karenina | Vronsky, Anna'nýn toplumdaki konumunu korumak için elinden gelen her þeyi yapmaya hazýrdý.
Anna Karenina | Anna, Vronsky ile olan iliþkisinin, oðlu Seryozha üzerindeki etkilerini göz ardý edemedi.
Anna Karenina | Dolly, Anna'nýn giderek artan üzüntüsü karþýsýnda ne yapacaðýný bilemez haldeydi.
Anna Karenina | Vronsky, Anna ile olan iliþkisinin aðýrlýðýný her geçen gün daha fazla hissediyordu.
Anna Karenina | Anna, yüksek sosyetede bir zamanlar sahip olduðu itibarý geri kazanma umudunu yitirmiþti.
Anna Karenina | Karenin, Anna'nýn psikolojik durumunu iyileþtirebilmek için doktorlardan yardým istedi.
Anna Karenina | Anna, Vronsky ile olan kaçamaklarý sýrasýnda sürekli olarak kendini suçlu hissediyordu.
Anna Karenina | Levin, Anna'nýn yaþadýðý dramý duyunca, ona olan sempatisini gizleyemedi.
Anna Karenina | Anna, toplumun acýmasýz yargýlarýna maruz kalmýþ, bu da onun ruhsal saðlýðýný derinden etkilemiþti.
Araba Sevdasý | Çamlýca, Bulgurlu, Kýsýklý, Tophanelioðlu, Baðlarbaþý taraflarýnda köþkler, haneler isticar.
Araba Sevdasý | Çamlýca Bahçesi bundan evvel þimdiki gibi hüzünlü bir sükûtâbâd-ý tenhâyî deðil hengameli bir sûrgâh-ý þevk u þagab idi.
Bozkurtlarýn Ölümü | Karýsýdýr ama Çinlidir.
Bozkurtlarýn Ölümü | Gözümle gördüm: Kaðan’ýn otaðý yanýnda yüzbaþý Katun’u selamlamadý.
Anna Karenina | Anna Karenina, aristokrat bir çevrenin parçasý olarak zengin ve görkemli bir hayata sahiptir.
Anna Karenina | Güzel ve asil bir kadýn olan Anna, yüksek mertebede bir eþe ve sevgi dolu bir oðula sahiptir.
Anna Karenina | Dýþarýdan bakýldýðýnda Anna'nýn hayatý kusursuz görünse de, içsel olarak büyük bir mutsuzluk yaþamaktadýr.
Anna Karenina | Sevgisiz ve monoton evlilik hayatý, Anna'nýn ruhunda derin bir boþluk hissetmesine sebep olur.
Anna Karenina | Anna, hayatýna heyecan ve tutku arayýþý içindedir, bu yüzden eksikliðini hissettiði aþký arar.
Anna Karenina | Tolstoy
Bozkurtlarýn Ölümü | Doðrusunu istersen yüzbaþý haklýdýr.
Suç ve Ceza | Raskolnikov, günah ve sefalet içindeki varoluþ mücadelesini sürdürüyordu.
Suç ve Ceza | Sonya, Raskolnikov'un kurtuluþ yolundaki yegâne umudu olarak öne çýkýyor.
Suç ve Ceza | Raskolnikov'un vicdan azabý, onu derin bir içsel çatýþmaya sürükler.
Aþk-ý Memnu | Nihal, Behlül'le konuþurken ona olan hislerini gizleyemedi.
Aþk-ý Memnu | Peyker, Adnan Bey'in ofisinde onunla önemli bir konuyu tartýþtý.
Aþk-ý Memnu | Behlül, Bihter'le olan iliþkisini gözden geçirmeye baþladý.
Aþk-ý Memnu | Nihal, bahçede yeni dikilen çiçekleri inceledi.
Aþk-ý Memnu | Bihter, Adnan Bey'e karþý içinde bir soðukluk hissetti.
Aþk-ý Memnu | Peyker, Nihal'e Behlül'le ilgili hislerini açýkladý.
Aþk-ý Memnu | Behlül, Adnan Bey'le olan iliþkisini güçlendirmeye çalýþtý.
Suç ve Ceza | Sonya'nýn fedakârlýklarý, Raskolnikov'un karanlýk dünyasýnda bir ýþýk oluþturur.
Suç ve Ceza | Raskolnikov ve Sonya arasýndaki iliþki, affetmenin ve insanlýk durumunun sorgulanmasýný saðlar.
Suç ve Ceza | Raskolnikov'un suç teorisini, felsefi ve etik boyutlarýyla inceler.
Anna Karenina | Anna ve Vronsky'nin aþký, zamanla karþýlaþtýklarý zorluklar karþýsýnda sýnanýyordu.
Anna Karenina | Anna, Vronsky ile olan iliþkisindeki tutkuyu kaybettiðini fark ettiðinde büyük bir hayal kýrýklýðý yaþadý.
Anna Karenina | Vronsky, Anna'nýn giderek artan talepleri karþýsýnda çaresiz hissediyordu.
Anna Karenina | Anna, toplumsal baskýlara daha fazla dayanamayarak çöküþün eþiðine geldi.
Anna Karenina | Anna ve Vronsky, birlikte geçirdikleri zamanlarda mutluluðun ve acýnýn iç içe olduðunu gördüler.
Anna Karenina | Anna, Vronsky ile birlikteyken yaþadýðý anlarýn her birini derinlemesine hissediyordu.
Vadidedi Zambak | Honore de Balzac'ýn eseri, 19. yüzyýl Fransasýnda geçen romantik bir hikayeyi anlatýr.
Vadidedi Zambak | Kitap, Antoinette ve Jacques'un imkansýz aþkýný ve toplumsal engelleri iþler.
Vadidedi Zambak | Aristokrat bir ailenin kýzý olan Antoinette, yoksul subay Jacques ile yasak bir aþka yelken açar.
Vadidedi Zambak | Jacques, Antoinette'in güzelliði ve zekasýna hayran kalýr ve ona duyduðu aþkla yanýp tutuþur.
Vadidedi Zambak | Antoinette, Jacques ile yaþadýðý aþkýn toplum tarafýndan kabul edilmediðini fark eder ve büyük bir iç çatýþma yaþar.
Vadidedi Zambak | Aile baskýsý, Antoinette ve Jacques'in iliþkisini daha da karmaþýk hale getirir.
Vadidedi Zambak | Antoinette'in babasý, kýzýnýn Jacques ile olan iliþkisini kesmesi için büyük baský yapar.
Vadidedi Zambak | Jacques, Antoinette'e kavuþabilmek için zorlu toplumsal normlarla mücadele eder.
Anna Karenina | Vronsky, Anna'nýn her geçen gün artan duygusal ihtiyaçlarýný karþýlamakta zorlanýyordu.
Anna Karenina | Anna, toplumdaki yalnýzlýðýný ve dýþlanmýþlýðýný giderek daha aðýr hissediyordu.
Anna Karenina | Anna'nýn Vronsky'ye olan baðlýlýðý, onun kendi içsel huzurunu bulmasýný zorlaþtýrýyordu.
Anna Karenina | Vronsky, Anna ile olan iliþkisinin, onun askeri kariyerine mal olacaðýný anlamaya baþlamýþtý.
Anna Karenina | Anna, Vronsky ile olan aþkýnýn, hayatýndaki diðer önemli iliþkileri gölgede býraktýðýný fark etti.
Suç ve Ceza | Sonya'nýn imaný, Raskolnikov'a moral ve manevi destek saðlar.
Suç ve Ceza | Raskolnikov'un suçundan sonra yaþadýðý bunalým, onun psikolojisini derinden etkiler.
Suç ve Ceza | Raskolnikov ve Sonya'nýn zorlu Petersburg sokaklarýnda geçirdikleri vakit, yalnýzlýklarýný ve umutsuzluklarýný paylaþýrlar.
Bozkurtlarýn Ölümü | Katun neyse ama bizim elimizde tutsak olan Çinliler de artýk iþler karýþmaya baþladýlar.
Bozkurtlarýn Ölümü | Iþbara Alp da bunun için Çinlilerden tiksinir.
Bozkurtlarýn Ölümü | Katun’u selamlamadýðý için binbaþý olamadý.
Bozkurtlarýn Ölümü | Öfkeden uykusuz kalmýþtýr.
Araba Sevdasý | Genç bey ise oturduðu yerde sol ayaðý üzerine atmýþ olduðu sað ayaðýný mýzýkanýn usulüne muvafýk bir hareketle dururdu.
Araba Sevdasý | Muhteþem Bihruz Bey kudemâ-yý vüzerâdan müteveffa (……) Paþanýn mahdumudur.
Araba Sevdasý | Paþayý çok sevdim. Paþa Paþa Paþa.
Araba Sevdasý | Bihruz Bey, derece derece sarýþýn hanýma takarrup etmek onunla biliþmek, tanýþmak, konuþmak istiyor, hâlbuki birinci tesadüfte o kadar yakýndan kendisini Bihruz Bey’e göstermek [Artýk bari ismiyle yad edelim] Periveþ hanýmýn hesabýna uymuyordu. Binaenaleyh iki haným köþkü gezmekten sarf-ý nazarla aþaðý doðru yürüdüler…
Araba Sevdasý | Bihruz Bey hem aðýr aðýr yürür hem de Periveþ hanýmýn.
Araba Sevdasý | Çengi Haným.
Vadidedi Zambak | Aþklarýnýn yasak olmasý, Antoinette ve Jacques'in birbirlerine olan baðlýlýklarýný daha da güçlendirir.
Vadidedi Zambak | Antoinette, aþký uðruna her þeyi göze almaya hazýr olduðunu anlar.
Vadidedi Zambak | Jacques, Antoinette'in gönlünü kazanmak için cesurca adýmlar atar.
Vadidedi Zambak | Toplumsal sýnýf farklarýnýn aþklarýna engel oluþturduðu bu dönemde, Jacques ve Antoinette'in hikayesi dramatik bir hal alýr.
Vadidedi Zambak | Aþk, onlarý beklenmedik maceralara ve kararlar almaya iten bir güç haline gelir.
Vadidedi Zambak | Antoinette ve Jacques, toplumsal baskýlara raðmen birlikte olmanýn yollarýný arar.
Vadidedi Zambak | Balzac, aþkýn toplumsal engeller karþýsýndaki zaferini ve trajedisini ustalýkla iþler.
Araba Sevdasý | Ýþte Bihruz Bey bu yolda düþünür, düþündüðü kadar da mesut ve müftehir olurdu. Çünkü önü sýra kemâl-i gunc u delâl ile yürümekte ve hüsn ü cemaline, zarafet ve kýyafetine yalnýz erkekler deðil kendi derecesinde süslü hanýmlarý bile hayran etmekte olan Periveþ Haným’a beðenilmek bahtiyarlýðý o kadar þýk beyler içinde yalnýz kendisine nasib olmuþtu.
Araba Sevdasý | Çamlýca'nýn serin rüzgarlarý Bihruz Bey'in yüzüne çarparken, derin düþüncelere dalmýþtý.
Araba Sevdasý | Kýsýklý'da eski bir kahvehanede oturan Bihruz Bey, gazetesini karýþtýrýyordu.
Araba Sevdasý | Bulgurlu yolunda yürürken Bihruz Bey, Periveþ'i düþünmeden edemiyordu.
Araba Sevdasý | Periveþ, bahçedeki çiçekleri sularken Bihruz Bey onu uzaktan izliyordu.
Bozkurtlarýn Ölümü | Bizim Çulluk Kaðan, bahadýr, iyi Kaðandýr ama þu Çinli karýyý almasaydý daha iyi olurdu.
Bozkurtlarýn Ölümü | Bu Çinli karý bizim baþýmýza kötü iþler açacak diye korkuyorum.
Bozkurtlarýn Ölümü | Çinde eskiden Sui kaðan ailesi vardý.
Bozkurtlarýn Ölümü | Þimdi Tang kaðan ailesi çýktý.
Suç ve Ceza | Raskolnikov'un suçundan sonra yaþadýðý bunalým, onun psikolojisini derinden etkiler.
Suç ve Ceza | Raskolnikov ve Sonya'nýn zorlu Petersburg sokaklarýnda geçirdikleri vakit, yalnýzlýklarýný ve umutsuzluklarýný paylaþýrlar.
Suç ve Ceza | Roman, Raskolnikov'un adalet ve ahlak üzerine düþüncelerini detaylý bir þekilde ortaya koyar.
Suç ve Ceza | Raskolnikov, toplumsal adaletsizlikler karþýsýnda kendi çözümlerini arar.
Suç ve Ceza | Sonya'nýn Raskolnikov'a duyduðu koþulsuz sevgi, onun deðiþim sürecinde kritik bir rol oynar.
Bozkurtlarýn Ölümü | Çinde genel kendi ailesinin hâkim olmasý için Çuluk Kaðan’ý kýþkýrtýyor diyorlar.
Bozkurtlarýn Ölümü | Oranýn yüzbaþýsý bilir.
Araba Sevdasý | Keþfi Bey, Bihruz Bey'e yeni bir iþ fýrsatý hakkýnda bilgi veriyordu.
Araba Sevdasý | Mösyö Piyer, Bihruz Bey'e Fransýzca dersi verirken oldukça sabýrlýydý.
Araba Sevdasý | Bihruz'un annesi, oðluna yeni bir gömlek dikmekle meþguldü.
Vadidedi Zambak | Roman, 19. yüzyýl Fransýz aristokrasisinin ahlaki çeliþkilerini ve ikiyüzlülüðünü gözler önüne serer.
Vadidedi Zambak | Antoinette, toplumun gözünde itibarýný kaybetme pahasýna da olsa, gerçek aþký arar.
Vadidedi Zambak | Jacques ve Antoinette'in hikayesi, toplumsal normlara meydan okumanýn simgesi haline gelir.
Vadidedi Zambak | Antoinette'in yaþadýðý içsel çatýþmalar, onun karakterinin derinliklerini ortaya koyar.
Vadidedi Zambak | Jacques, aþký için her türlü toplumsal baskýya göðüs gerer.
Araba Sevdasý | Bihruz Bey, Periveþ'e olan aþkýný itiraf etmeye hazýrlanýyordu.
Araba Sevdasý | Mösyö Piyer'in dersleri, Bihruz için zorlu geçiyordu.
Araba Sevdasý | Araba Sevdasý Recaizade Mahmut Ekrem
Araba Sevdasý | Araba Sevdasý Recaizade Mahmut Ekrem
Araba Sevdasý | Bihruz'un annesi, mutfakta lezzetli yemekler hazýrlýyordu.
Bozkurtlarýn Ölümü | Yüzbaþý Iþbara Alp buyruklar veriyor, atýný öteye beriye sürüyordu.
Bozkurtlarýn Ölümü | Gece basýp ortalýk iyice kararýnca o da atýndan indi.
Bozkurtlarýn Ölümü | Çerilerin yaktýklarý ateþe doðru yürüdü.
Bozkurtlarýn Ölümü | At uþaðý Çalýk onun atýný almýþ gezdiriyordu.
Bozkurtlarýn Ölümü | Çeriler et kýzartýyorlardý.
Bozkurtlarýn Ölümü | Ateþe varýnca erlerden birisi diz yere vurarak yüzbaþýya bir çamçak kýmýz sundu.
Bozkurtlarýn Ölümü | Iþbara Alp kýmýzý dikti.
Suç ve Ceza | Sonya, Raskolnikov'un affýný ve topluma yeniden kazandýrýlmasýný umut eder.
Suç ve Ceza | Raskolnikov, suçunun yýkýcý sonuçlarýyla yüzleþirken, Sonya ona moral verir.
Araba Sevdasý | Araba Sevdasý Recaizade Mahmut Ekrem
Araba Sevdasý | Araba Sevdasý Recaizade Mahmut Ekrem
Suç ve Ceza | Sonya ve Raskolnikov'un karþýlaþmalarý, ikisinin de yaþamlarýnda dönüþümü simgeler.
Suç ve Ceza | Raskolnikov, Sonya'nýn sadeliði ve dürüstlüðü karþýsýnda kendi eksikliklerini görmeye baþlar.
Suç ve Ceza | Sonya, Raskolnikov'un itirafý sonrasý ona daha fazla yardýmcý olmaya çalýþýr.
Suç ve Ceza | Raskolnikov ve Sonya, birbirlerinin hayatlarýnda derin izler býrakýr.
Suç ve Ceza | Sonya, Raskolnikov'a suçunun sonuçlarýyla baþa çýkma konusunda rehberlik eder.
Suç ve Ceza | Raskolnikov, Sonya'nýn varlýðý sayesinde hayata tutunmaya çalýþýr.
Suç ve Ceza | Raskolnikov ve Sonya, birbirlerine olan baðlýlýklarýyla zor zamanlarýn üstesinden gelmeye çalýþýr.
Suç ve Ceza | Sonya, Raskolnikov'un deðiþiminde kilit bir rol oynar.
Araba Sevdasý | Araba Sevdasý Recaizade Mahmut Ekrem
Araba Sevdasý | Araba Sevdasý Recaizade Mahmut Ekrem
Suç ve Ceza | Raskolnikov, Sonya ile geçirdiði zamanlarda kendi iç huzurunu bulmaya çalýþýr.
Suç ve Ceza | Raskolnikov ve Sonya, birbirlerinin hayatlarýný deðiþtiren derin ve karmaþýk bir iliþki içindedirler.
Bozkurtlarýn Ölümü | Ýkinci bir erin sunduðu et kýzartmasýný almýyarak yanlarýndan ayrýldý.
Bozkurtlarýn Ölümü | Bu sözleri söyleyen kiþi Onbaþý Yamtar’ýn yanýna çöktü.
Bozkurtlarýn Ölümü | Bu; Onbaþý Pars’tý.
Bozkurtlarýn Ölümü | Ýki gün önce Çuluk Kaðan’ýn önünde yapýlan kýlýç oyunlarýnda Yüzbaþý Iþbara Alp yenildi.
Bozkurtlarýn Ölümü | Onun için sýkýntýlý duruyor.
Bozkurtlarýn Ölümü | Iþbara Alp Binbaþý olamadý.
Bozkurtlarýn Ölümü | Buna da Ý-çing Katun sebep oldu.
Bozkurtlarýn Ölümü | Yüzbaþý buna kýzýyor diyorum.
