Suç ve Ceza | Roman, başkahramanı Raskolnikov’un iç çatışmalarını ve etrafındaki dünya ile olan çatışmalarını anlatır.
Anna Karenina | Vronsky'nin Anna'ya duyduğu aşk, onu her kararında daha cesur olmaya itiyordu.
Anna Karenina | Anna ve Vronsky, Petersburg sosyetesinin gözlerinden uzak, gizli bir buluşma ayarladılar.
Anna Karenina | Levin, Kitty ile evliliklerinde mutluluğu bulma umuduyla doluydu, Anna'nın trajedisinden derinlemesine etkilenmişti.
Anna Karenina | Anna'nın duygusal çalkantıları, zorlu bir toplumsal yargı ile karşı karşıya bıraktı.
Anna Karenina | Dolly, Anna'nın içinde bulunduğu durumu anlamaya çalışırken, kendi evliliğini sorgulamaya başladı.
Anna Karenina | Vronsky'nin at yarışındaki kazası, Anna'nın tüm salonun önünde hissettiği dehşeti açığa çıkardı.
Anna Karenina | Anna, toplumun yargısından kaçarken, yalnızlığın ve çaresizliğin kollarına düştü.
Anna Karenina | Karenin, Anna'nın Vronsky ile ilişkisini öğrendiğinde, kırgınlık ve öfke içindeydi.
Anna Karenina | Anna, oğlu Seryozha ile vedalaşırken, ona olan sevgisinin farkına vardı, ancak çok geçti.
Suç ve Ceza | Roman, Raskolnikov'un idealleri ve gerçekler arasındaki çatışmayı gösterir.
Suç ve Ceza | Raskolnikov'un düşünceleri ve eylemleri, onun karmaşık kişiliğini ortaya koyar.
Suç ve Ceza | Raskolnikov'un hayatı, tarihi ve kültürel değişimlerin etkisi altında anlatılır.
Suç ve Ceza | Raskolnikov ve diğer karakterler arasındaki diyaloglar, romanın temel taşlarından biridir.
Suç ve Ceza | Raskolnikov'un suçla başa çıkma yöntemleri, onun kişisel çöküşünü tetikler.
Suç ve Ceza | Roman, Raskolnikov'un içsel çatışmaları ve topluma olan etkisini keşfeder.
Suç ve Ceza | Raskolnikov, ahlaki sınırları zorlayarak kendi kaderini çizer.
Suç ve Ceza | Raskolnikov'un kararları, onun iç dünyasındaki baskın çatışmaları yansıtır.
Suç ve Ceza | Roman, Raskolnikov'un yaptığı tercihlerin ağır sonuçlarını işler.
Suç ve Ceza | Raskolnikov'un yaşamı ve kararları, dönemin toplumsal yapısını eleştirel bir bakışla sunar.
Aşk-ı Memnu | Bihter, annesine bakarak geçmişi sorgulayan bir soru yöneltti.
Aşk-ı Memnu | Firdevs Hanım, kızının sorusuna şaşkınlıkla ve sessizce yanıt verdi.
Aşk-ı Memnu | Dilin ince detayları, Bihter ve Peyker'in arasındaki anlaşmazlıkları belirginleştiriyordu.
Aşk-ı Memnu | Peyker ve Bihter, anlamlı bakışlarla iletişim kurarken gizli düşüncelerini paylaşıyorlardı.
Aşk-ı Memnu | Firdevs Hanım, on yıllardır süregelen üne sahip, toplumun tanınmış simalarındandır.
Aşk-ı Memnu | Beyaz sandal zarif bir şekilde kayarken, maun sandal sessizce sıyrılıp geçti.
Aşk-ı Memnu | Bihter, annesinin sözlerine cevap vermek yerine sessiz kalmayı tercih etti.
Aşk-ı Memnu | Peyker, annesine dolaylı bir cevap vererek o gün çocukların olmadığını belirtti.
Aşk-ı Memnu | Firdevs Hanım'ın özel yaşamı, onun sosyal çevresinde daima merak konusuydu.
Aşk-ı Memnu | Peyker, sessizce annesinin yanıtlarını dinlerken, aile içi dinamikleri gözlemliyordu.
Araba Sevdası | Mösyö Piyer, Bihruz'a yeni bir dil bilgisi kitabı getirdiğinde, Bihruz kitabı heyecanla karşıladı.
Araba Sevdası | Bihruz'un annesi, oğlunun evlenme çağına geldiğini düşünerek uygun bir kız arayışına girdi.
Araba Sevdası | Periveş, Bihruz ile olan ilişkisini daha ciddi bir düzeye taşımayı düşünüyordu.
Araba Sevdası | Keşfi Bey, Bihruz'a iş hayatında karşılaştığı zorlukları anlattı.
Araba Sevdası | Mösyö Piyer, Bihruz'un Fransızca konuşmasındaki ilerlemeyi takdir etti.
Araba Sevdası | Bihruz, Çamlıca tepelerinde yalnız başına yürürken geleceğini düşündü.
Aşk-ı Memnu | Bihter ve Behlül'ün gizli ilişkisi, yavaş yavaş aile içinde sorunlara yol açıyordu.
Aşk-ı Memnu | Melih Bey'in yalısı, Boğaziçi'nin tarihine tanıklık eden eski bir yapıydı.
Aşk-ı Memnu | Firdevs Hanım, kızı Bihter'in sorularını yanıtsız bırakarak dikkatini başka yöne çevirdi.
Aşk-ı Memnu | Bihter, annesine derin bir hayal kırıklığı ile bakarken, onun duygularını anlamaya çalışıyordu.
Aşk-ı Memnu | Adnan Bey'in varlıklı yaşam tarzı, çevresindeki insanları etkilemeye devam ediyordu.
Aşk-ı Memnu | Bihter ve Behlül'ün ilişkisi, yasak aşkın sınırlarını zorluyordu.
Araba Sevdası | Keşfi Bey ve Bihruz, eski anıları yad ederken kahkahalar attılar.
Araba Sevdası | Mösyö Piyer, Bihruz Bey'e Paris'teki hayatından bahsetti.
Araba Sevdası | Periveş'in gülüşü, bahçenin tüm hüznünü aydınlatıyordu.
Araba Sevdası | Bihruz'un annesi, oğlunun geç kalmasından endişeleniyordu.
Araba Sevdası | Çamlıca tepesindeki manzara, Bihruz'un ruhunu dinlendiriyordu.
Aşk-ı Memnu | Nihal, Bihter'le tartıştıktan sonra odasına çekildi.
Aşk-ı Memnu | Bihter, Adnan Bey'in iş gezisinden dönüşünü sabırsızlıkla bekliyordu.
Aşk-ı Memnu | Peyker, Behlül'e Nihal ile ilgili endişelerini dile getirdi.
Aşk-ı Memnu | Nihal, bahçede geçirdiği zamanın tadını çıkarıyordu.
Aşk-ı Memnu | Adnan Bey, Bihter ve Behlül'ün arasındaki gerilimi fark etti.
Aşk-ı Memnu | Bihter, Nihal'le olan ilişkisini düzeltmeye çalıştı.
Anna Karenina | Anna, Vronsky ile göz göze geldiğinde içinde bir kıvılcım hissetti, bu yasak aşkın ilk işaretiydi.
Anna Karenina | Karenin, Anna'nın gitgide soğuyan tavırlarına rağmen ona karşı olan sevgisini korumaya çalıştı.
Anna Karenina | Vronsky'nin Anna'ya duyduğu aşk, onu her kararında daha cesur olmaya itiyordu.
Anna Karenina | Anna ve Vronsky, Petersburg sosyetesinin gözlerinden uzak, gizli bir buluşma ayarladılar.
Anna Karenina | Levin, Kitty ile evliliklerinde mutluluğu bulma umuduyla doluydu, Anna'nın trajedisinden derinlemesine etkilenmişti.
Anna Karenina | Anna'nın duygusal çalkantıları, zorlu bir toplumsal yargı ile karşı karşıya bıraktı.
Anna Karenina | Dolly, Anna'nın içinde bulunduğu durumu anlamaya çalışırken, kendi evliliğini sorgulamaya başladı.
Anna Karenina | Vronsky'nin at yarışındaki kazası, Anna'nın tüm salonun önünde hissettiği dehşeti açığa çıkardı.
Anna Karenina | Anna, toplumun yargısından kaçarken, yalnızlığın ve çaresizliğin kollarına düştü.
Anna Karenina | Karenin, Anna'nın Vronsky ile ilişkisini öğrendiğinde, kırgınlık ve öfke içindeydi.
Anna Karenina | Anna, oğlu Seryozha ile vedalaşırken, ona olan sevgisinin farkına vardı, ancak çok geçti.
Anna Karenina | Vronsky ile yaşadığı tutkulu anlar, Anna'nın kendi değerlerini sorgulamasına neden oldu.
Anna Karenina | Levin ve Kitty, Anna'nın yaşadıklarından ders alarak kendi ilişkilerini sağlam temeller üzerine kurmaya karar verdiler.
Anna Karenina | Anna, sosyal çevresinin baskılarına daha fazla dayanamayıp Moskova'dan ayrılma kararı aldı.
Anna Karenina | Vronsky'nin askeri kariyeri, Anna ile olan ilişkisinden dolayı tehlikeye girmişti.
Anna Karenina | Anna, özgürlüğüne kavuşma hayaliyle dolup taşarken, gerçek dünyanın sınırlarını da kabul etmek zorundaydı.
Anna Karenina | Anna'nın toplum içindeki itibarı, Vronsky ile olan skandal ilişki yüzünden tamamen zedelendi.
Anna Karenina | Karenin, Anna'ya olan bağlılığını sorgularken, onun mutluluğunu istediğini fark etti.
Anna Karenina | Anna, Vronsky'nin sevgisinden şüphe etmeye başladığında, içsel bir çöküş yaşadı.
Anna Karenina | Levin, şehir hayatının karmaşasından uzaklaşarak, Kitty ile birlikte kırsalda yeni bir başlangıç yapmayı umuyordu.
Aşk-ı Memnu | Peyker, evdeki atmosferin giderek gerildiğini hissediyordu.
Aşk-ı Memnu | Behlül, Nihal'e daha fazla zaman ayırmaya başladı.
Aşk-ı Memnu | Bihter, Adnan Bey ile yalnız kaldığında onunla konuşmaya çalıştı.
Aşk-ı Memnu | Nihal ve Behlül, birlikte müzik dinlerken yakınlaştılar.
Araba Sevdası | Kısıklı'daki eski dostlar, Bihruz Bey'i hasretle karşıladı.
Araba Sevdası | Bulgurlu'da bir kış günü, Bihruz Bey Periveş'i düşünerek yürüyordu.
Araba Sevdası | Periveş, Bihruz Bey'e zarif bir tebessümle baktı.
Araba Sevdası | Keşfi Bey, Bihruz'a yatırım yapmayı önerdi.
Anna Karenina | Kont Vronski ile tanışması Anna'nın hayatında yeni bir sayfa açar.
Anna Karenina | Vronski'nin karizması ve yakışıklılığı, Anna'nın kalbinde yeni duyguların uyanmasına neden olur.
Anna Karenina | İlk başta Vronski'ye karşı dirense de, Anna sonunda onunla olan tehlikeli ilişkiye kapılmaktan kendini alamaz.
Anna Karenina | Anna ve Vronski arasındaki yasak aşk, her ikisinin de hayatını alt üst eder.
Aşk-ı Memnu | Firdevs Hanım, toplum içindeki itibarını korumak için sürekli olarak dikkatli davranıyordu.
Aşk-ı Memnu | Behlül, Bihter'e olan duygularını saklamakta zorlanırken, aile içindeki gerilim artıyordu.
Aşk-ı Memnu | Peyker, annesi Firdevs Hanım'ın tutumları karşısında giderek daha fazla hayal kırıklığına uğruyordu.
Aşk-ı Memnu | Adnan Bey ve Nihal arasındaki baba-kız ilişkisi, zengin duygusal alt metinlere sahipti.
Aşk-ı Memnu | Bihter, toplumsal baskılara rağmen kendi mutluluğunu aramaya kararlıydı.
Aşk-ı Memnu | Behlül, yalıdaki yaşamın sırlarını çözmeye çalışırken kendini tehlikeli
Araba Sevdası | Üsküdar’dan Bağlarbaşı tarikiyle Çamlıca’ya gidilirken Tophanelioğlu’ndaki dört yol ağzı mevkiinden takriben bir yüz hatve ileriye medd-i nazar olunur ise o vâsi şosenin müntehâ-yı vustâsında etrafı bir buçuk arşın kadar irtifada duvar içine alınmış bir ağaçlık görülür.
Araba Sevdası | Burası Çamlıca Bahçesi namıyla İstanbul’da en evvel tanzim ve güşad olunmuş olan bahçedir.
Araba Sevdası | Çamlıca Bahçesi bundan evvel şimdiki gibi hüzünlü idi.
Anna Karenina | Vronsky, Anna'nın toplumdaki konumunu korumak için elinden gelen her şeyi yapmaya hazırdı.
Anna Karenina | Anna, Vronsky ile olan ilişkisinin, oğlu Seryozha üzerindeki etkilerini göz ardı edemedi.
Anna Karenina | Dolly, Anna'nın giderek artan üzüntüsü karşısında ne yapacağını bilemez haldeydi.
Anna Karenina | Vronsky, Anna ile olan ilişkisinin ağırlığını her geçen gün daha fazla hissediyordu.
Anna Karenina | Anna, yüksek sosyetede bir zamanlar sahip olduğu itibarı geri kazanma umudunu yitirmişti.
Anna Karenina | Karenin, Anna'nın psikolojik durumunu iyileştirebilmek için doktorlardan yardım istedi.
Anna Karenina | Anna, Vronsky ile olan kaçamakları sırasında sürekli olarak kendini suçlu hissediyordu.
Anna Karenina | Levin, Anna'nın yaşadığı dramı duyunca, ona olan sempatisini gizleyemedi.
Anna Karenina | Anna, toplumun acımasız yargılarına maruz kalmış, bu da onun ruhsal sağlığını derinden etkilemişti.
Araba Sevdası | Çamlıca, Bulgurlu, Kısıklı, Tophanelioğlu, Bağlarbaşı taraflarında köşkler, haneler isticar.
Araba Sevdası | Çamlıca Bahçesi bundan evvel şimdiki gibi hüzünlü bir sükûtâbâd-ı tenhâyî değil hengameli bir sûrgâh-ı şevk u şagab idi.
Bozkurtların Ölümü | Karısıdır ama Çinlidir.
Bozkurtların Ölümü | Gözümle gördüm: Kağan’ın otağı yanında yüzbaşı Katun’u selamlamadı.
Anna Karenina | Anna Karenina, aristokrat bir çevrenin parçası olarak zengin ve görkemli bir hayata sahiptir.
Anna Karenina | Güzel ve asil bir kadın olan Anna, yüksek mertebede bir eşe ve sevgi dolu bir oğula sahiptir.
Anna Karenina | Dışarıdan bakıldığında Anna'nın hayatı kusursuz görünse de, içsel olarak büyük bir mutsuzluk yaşamaktadır.
Anna Karenina | Sevgisiz ve monoton evlilik hayatı, Anna'nın ruhunda derin bir boşluk hissetmesine sebep olur.
Anna Karenina | Anna, hayatına heyecan ve tutku arayışı içindedir, bu yüzden eksikliğini hissettiği aşkı arar.
Anna Karenina | Tolstoy
Bozkurtların Ölümü | Doğrusunu istersen yüzbaşı haklıdır.
Suç ve Ceza | Raskolnikov, günah ve sefalet içindeki varoluş mücadelesini sürdürüyordu.
Suç ve Ceza | Sonya, Raskolnikov'un kurtuluş yolundaki yegâne umudu olarak öne çıkıyor.
Suç ve Ceza | Raskolnikov'un vicdan azabı, onu derin bir içsel çatışmaya sürükler.
Aşk-ı Memnu | Nihal, Behlül'le konuşurken ona olan hislerini gizleyemedi.
Aşk-ı Memnu | Peyker, Adnan Bey'in ofisinde onunla önemli bir konuyu tartıştı.
Aşk-ı Memnu | Behlül, Bihter'le olan ilişkisini gözden geçirmeye başladı.
Aşk-ı Memnu | Nihal, bahçede yeni dikilen çiçekleri inceledi.
Aşk-ı Memnu | Bihter, Adnan Bey'e karşı içinde bir soğukluk hissetti.
Aşk-ı Memnu | Peyker, Nihal'e Behlül'le ilgili hislerini açıkladı.
Aşk-ı Memnu | Behlül, Adnan Bey'le olan ilişkisini güçlendirmeye çalıştı.
Suç ve Ceza | Sonya'nın fedakârlıkları, Raskolnikov'un karanlık dünyasında bir ışık oluşturur.
Suç ve Ceza | Raskolnikov ve Sonya arasındaki ilişki, affetmenin ve insanlık durumunun sorgulanmasını sağlar.
Suç ve Ceza | Raskolnikov'un suç teorisini, felsefi ve etik boyutlarıyla inceler.
Anna Karenina | Anna ve Vronsky'nin aşkı, zamanla karşılaştıkları zorluklar karşısında sınanıyordu.
Anna Karenina | Anna, Vronsky ile olan ilişkisindeki tutkuyu kaybettiğini fark ettiğinde büyük bir hayal kırıklığı yaşadı.
Anna Karenina | Vronsky, Anna'nın giderek artan talepleri karşısında çaresiz hissediyordu.
Anna Karenina | Anna, toplumsal baskılara daha fazla dayanamayarak çöküşün eşiğine geldi.
Anna Karenina | Anna ve Vronsky, birlikte geçirdikleri zamanlarda mutluluğun ve acının iç içe olduğunu gördüler.
Anna Karenina | Anna, Vronsky ile birlikteyken yaşadığı anların her birini derinlemesine hissediyordu.
Vadidedi Zambak | Honore de Balzac'ın eseri, 19. yüzyıl Fransasında geçen romantik bir hikayeyi anlatır.
Vadidedi Zambak | Kitap, Antoinette ve Jacques'un imkansız aşkını ve toplumsal engelleri işler.
Vadidedi Zambak | Aristokrat bir ailenin kızı olan Antoinette, yoksul subay Jacques ile yasak bir aşka yelken açar.
Vadidedi Zambak | Jacques, Antoinette'in güzelliği ve zekasına hayran kalır ve ona duyduğu aşkla yanıp tutuşur.
Vadidedi Zambak | Antoinette, Jacques ile yaşadığı aşkın toplum tarafından kabul edilmediğini fark eder ve büyük bir iç çatışma yaşar.
Vadidedi Zambak | Aile baskısı, Antoinette ve Jacques'in ilişkisini daha da karmaşık hale getirir.
Vadidedi Zambak | Antoinette'in babası, kızının Jacques ile olan ilişkisini kesmesi için büyük baskı yapar.
Vadidedi Zambak | Jacques, Antoinette'e kavuşabilmek için zorlu toplumsal normlarla mücadele eder.
Anna Karenina | Vronsky, Anna'nın her geçen gün artan duygusal ihtiyaçlarını karşılamakta zorlanıyordu.
Anna Karenina | Anna, toplumdaki yalnızlığını ve dışlanmışlığını giderek daha ağır hissediyordu.
Anna Karenina | Anna'nın Vronsky'ye olan bağlılığı, onun kendi içsel huzurunu bulmasını zorlaştırıyordu.
Anna Karenina | Vronsky, Anna ile olan ilişkisinin, onun askeri kariyerine mal olacağını anlamaya başlamıştı.
Anna Karenina | Anna, Vronsky ile olan aşkının, hayatındaki diğer önemli ilişkileri gölgede bıraktığını fark etti.
Suç ve Ceza | Sonya'nın imanı, Raskolnikov'a moral ve manevi destek sağlar.
Suç ve Ceza | Raskolnikov'un suçundan sonra yaşadığı bunalım, onun psikolojisini derinden etkiler.
Suç ve Ceza | Raskolnikov ve Sonya'nın zorlu Petersburg sokaklarında geçirdikleri vakit, yalnızlıklarını ve umutsuzluklarını paylaşırlar.
Bozkurtların Ölümü | Katun neyse ama bizim elimizde tutsak olan Çinliler de artık işler karışmaya başladılar.
Bozkurtların Ölümü | Işbara Alp da bunun için Çinlilerden tiksinir.
Bozkurtların Ölümü | Katun’u selamlamadığı için binbaşı olamadı.
Bozkurtların Ölümü | Öfkeden uykusuz kalmıştır.
Araba Sevdası | Genç bey ise oturduğu yerde sol ayağı üzerine atmış olduğu sağ ayağını mızıkanın usulüne muvafık bir hareketle dururdu.
Araba Sevdası | Muhteşem Bihruz Bey kudemâ-yı vüzerâdan müteveffa (……) Paşanın mahdumudur.
Araba Sevdası | Paşayı çok sevdim. Paşa Paşa Paşa.
Araba Sevdası | Bihruz Bey, derece derece sarışın hanıma takarrup etmek onunla bilişmek, tanışmak, konuşmak istiyor, hâlbuki birinci tesadüfte o kadar yakından kendisini Bihruz Bey’e göstermek [Artık bari ismiyle yad edelim] Periveş hanımın hesabına uymuyordu. Binaenaleyh iki hanım köşkü gezmekten sarf-ı nazarla aşağı doğru yürüdüler…
Araba Sevdası | Bihruz Bey hem ağır ağır yürür hem de Periveş hanımın.
Araba Sevdası | Çengi Hanım.
Vadidedi Zambak | Aşklarının yasak olması, Antoinette ve Jacques'in birbirlerine olan bağlılıklarını daha da güçlendirir.
Vadidedi Zambak | Antoinette, aşkı uğruna her şeyi göze almaya hazır olduğunu anlar.
Vadidedi Zambak | Jacques, Antoinette'in gönlünü kazanmak için cesurca adımlar atar.
Vadidedi Zambak | Toplumsal sınıf farklarının aşklarına engel oluşturduğu bu dönemde, Jacques ve Antoinette'in hikayesi dramatik bir hal alır.
Vadidedi Zambak | Aşk, onları beklenmedik maceralara ve kararlar almaya iten bir güç haline gelir.
Vadidedi Zambak | Antoinette ve Jacques, toplumsal baskılara rağmen birlikte olmanın yollarını arar.
Vadidedi Zambak | Balzac, aşkın toplumsal engeller karşısındaki zaferini ve trajedisini ustalıkla işler.
Araba Sevdası | İşte Bihruz Bey bu yolda düşünür, düşündüğü kadar da mesut ve müftehir olurdu. Çünkü önü sıra kemâl-i gunc u delâl ile yürümekte ve hüsn ü cemaline, zarafet ve kıyafetine yalnız erkekler değil kendi derecesinde süslü hanımları bile hayran etmekte olan Periveş Hanım’a beğenilmek bahtiyarlığı o kadar şık beyler içinde yalnız kendisine nasib olmuştu.
Araba Sevdası | Çamlıca'nın serin rüzgarları Bihruz Bey'in yüzüne çarparken, derin düşüncelere dalmıştı.
Araba Sevdası | Kısıklı'da eski bir kahvehanede oturan Bihruz Bey, gazetesini karıştırıyordu.
Araba Sevdası | Bulgurlu yolunda yürürken Bihruz Bey, Periveş'i düşünmeden edemiyordu.
Araba Sevdası | Periveş, bahçedeki çiçekleri sularken Bihruz Bey onu uzaktan izliyordu.
Bozkurtların Ölümü | Bizim Çulluk Kağan, bahadır, iyi Kağandır ama şu Çinli karıyı almasaydı daha iyi olurdu.
Bozkurtların Ölümü | Bu Çinli karı bizim başımıza kötü işler açacak diye korkuyorum.
Bozkurtların Ölümü | Çinde eskiden Sui kağan ailesi vardı.
Bozkurtların Ölümü | Şimdi Tang kağan ailesi çıktı.
Suç ve Ceza | Raskolnikov'un suçundan sonra yaşadığı bunalım, onun psikolojisini derinden etkiler.
Suç ve Ceza | Raskolnikov ve Sonya'nın zorlu Petersburg sokaklarında geçirdikleri vakit, yalnızlıklarını ve umutsuzluklarını paylaşırlar.
Suç ve Ceza | Roman, Raskolnikov'un adalet ve ahlak üzerine düşüncelerini detaylı bir şekilde ortaya koyar.
Suç ve Ceza | Raskolnikov, toplumsal adaletsizlikler karşısında kendi çözümlerini arar.
Suç ve Ceza | Sonya'nın Raskolnikov'a duyduğu koşulsuz sevgi, onun değişim sürecinde kritik bir rol oynar.
Bozkurtların Ölümü | Çinde genel kendi ailesinin hâkim olması için Çuluk Kağan’ı kışkırtıyor diyorlar.
Bozkurtların Ölümü | Oranın yüzbaşısı bilir.
Araba Sevdası | Keşfi Bey, Bihruz Bey'e yeni bir iş fırsatı hakkında bilgi veriyordu.
Araba Sevdası | Mösyö Piyer, Bihruz Bey'e Fransızca dersi verirken oldukça sabırlıydı.
Araba Sevdası | Bihruz'un annesi, oğluna yeni bir gömlek dikmekle meşguldü.
Vadidedi Zambak | Roman, 19. yüzyıl Fransız aristokrasisinin ahlaki çelişkilerini ve ikiyüzlülüğünü gözler önüne serer.
Vadidedi Zambak | Antoinette, toplumun gözünde itibarını kaybetme pahasına da olsa, gerçek aşkı arar.
Vadidedi Zambak | Jacques ve Antoinette'in hikayesi, toplumsal normlara meydan okumanın simgesi haline gelir.
Vadidedi Zambak | Antoinette'in yaşadığı içsel çatışmalar, onun karakterinin derinliklerini ortaya koyar.
Vadidedi Zambak | Jacques, aşkı için her türlü toplumsal baskıya göğüs gerer.
Araba Sevdası | Bihruz Bey, Periveş'e olan aşkını itiraf etmeye hazırlanıyordu.
Araba Sevdası | Mösyö Piyer'in dersleri, Bihruz için zorlu geçiyordu.
Araba Sevdası | Araba Sevdası Recaizade Mahmut Ekrem
Araba Sevdası | Araba Sevdası Recaizade Mahmut Ekrem
Araba Sevdası | Bihruz'un annesi, mutfakta lezzetli yemekler hazırlıyordu.
Bozkurtların Ölümü | Yüzbaşı Işbara Alp buyruklar veriyor, atını öteye beriye sürüyordu.
Bozkurtların Ölümü | Gece basıp ortalık iyice kararınca o da atından indi.
Bozkurtların Ölümü | Çerilerin yaktıkları ateşe doğru yürüdü.
Bozkurtların Ölümü | At uşağı Çalık onun atını almış gezdiriyordu.
Bozkurtların Ölümü | Çeriler et kızartıyorlardı.
Bozkurtların Ölümü | Ateşe varınca erlerden birisi diz yere vurarak yüzbaşıya bir çamçak kımız sundu.
Bozkurtların Ölümü | Işbara Alp kımızı dikti.
Suç ve Ceza | Sonya, Raskolnikov'un affını ve topluma yeniden kazandırılmasını umut eder.
Suç ve Ceza | Raskolnikov, suçunun yıkıcı sonuçlarıyla yüzleşirken, Sonya ona moral verir.
Araba Sevdası | Araba Sevdası Recaizade Mahmut Ekrem
Araba Sevdası | Araba Sevdası Recaizade Mahmut Ekrem
Suç ve Ceza | Sonya ve Raskolnikov'un karşılaşmaları, ikisinin de yaşamlarında dönüşümü simgeler.
Suç ve Ceza | Raskolnikov, Sonya'nın sadeliği ve dürüstlüğü karşısında kendi eksikliklerini görmeye başlar.
Suç ve Ceza | Sonya, Raskolnikov'un itirafı sonrası ona daha fazla yardımcı olmaya çalışır.
Suç ve Ceza | Raskolnikov ve Sonya, birbirlerinin hayatlarında derin izler bırakır.
Suç ve Ceza | Sonya, Raskolnikov'a suçunun sonuçlarıyla başa çıkma konusunda rehberlik eder.
Suç ve Ceza | Raskolnikov, Sonya'nın varlığı sayesinde hayata tutunmaya çalışır.
Suç ve Ceza | Raskolnikov ve Sonya, birbirlerine olan bağlılıklarıyla zor zamanların üstesinden gelmeye çalışır.
Suç ve Ceza | Sonya, Raskolnikov'un değişiminde kilit bir rol oynar.
Araba Sevdası | Araba Sevdası Recaizade Mahmut Ekrem
Araba Sevdası | Araba Sevdası Recaizade Mahmut Ekrem
Suç ve Ceza | Raskolnikov, Sonya ile geçirdiği zamanlarda kendi iç huzurunu bulmaya çalışır.
Suç ve Ceza | Raskolnikov ve Sonya, birbirlerinin hayatlarını değiştiren derin ve karmaşık bir ilişki içindedirler.
Bozkurtların Ölümü | İkinci bir erin sunduğu et kızartmasını almıyarak yanlarından ayrıldı.
Bozkurtların Ölümü | Bu sözleri söyleyen kişi Onbaşı Yamtar’ın yanına çöktü.
Bozkurtların Ölümü | Bu; Onbaşı Pars’tı.
Bozkurtların Ölümü | İki gün önce Çuluk Kağan’ın önünde yapılan kılıç oyunlarında Yüzbaşı Işbara Alp yenildi.
Bozkurtların Ölümü | Onun için sıkıntılı duruyor.
Bozkurtların Ölümü | Işbara Alp Binbaşı olamadı.
Bozkurtların Ölümü | Buna da İ-çing Katun sebep oldu.
Bozkurtların Ölümü | Yüzbaşı buna kızıyor diyorum.
Bozkurtların Ölümü | Yüzbaşı buna nasıl kızar? İ-çing Katun, Çulluk Kağan’ın karısıdır.
Bozkurtların Ölümü | Karısıdır ama Çinlidir.
Araba Sevdası | Bihruz Bey ve Periveş, ilk defa göz göze geldiklerinde.
Araba Sevdası | Keşfi Bey, Bihruz'a eski bir dosttan bahsetti.
Araba Sevdası | Mösyö Piyer, Bihruz'a Fransız edebiyatı üzerine kitaplar önerdi.
Araba Sevdası | Periveş'in zarafeti, Bihruz'un gözlerinden kaçmıyordu.
Araba Sevdası | Bihruz'un annesi, oğluna dikkatli olmasını tembihledi.
Araba Sevdası | Çamlıca'nın eteklerinde Bihruz Bey, Keşfi ile buluştu.
Araba Sevdası | Kısıklı'da bir sabah, Bihruz Bey jog yaparken düşüncelere daldı.
Suç ve Ceza | Raskolnikov, toplumsal adaletsizliklere karşı kendi yöntemleriyle mücadele eder.
Suç ve Ceza | Roman, Raskolnikov'un çözülüşünü ve sonrasında gelen pişmanlığını ayrıntılı bir şekilde anlatır.
Suç ve Ceza | Raskolnikov ve çevresindeki karakterler arasındaki ilişkiler, romanın dramını pekiştirir.
Bozkurtların Ölümü | Oranın yüzbaşısı bilir.
Bozkurtların Ölümü | Bana kalırsa susup uyumak iyi.
Aşk-ı Memnu | Adnan Bey, Peyker'e aile içindeki sorunları çözme konusunda güveniyordu.
Aşk-ı Memnu | Nihal, bahçıvanın gösterdiği yeni çiçek türlerine hayran kaldı.
Aşk-ı Memnu | Behlül, Adnan Bey'in yokluğunda evdeki sorumlulukları üstlendi.
Aşk-ı Memnu | Bihter, Adnan Bey'e olan duygularını yeniden değerlendirdi.
Aşk-ı Memnu | Peyker, Nihal'le ilgili dedikoduları Behlül'e aktardı.
Aşk-ı Memnu | Nihal, Behlül'ün gitar çalmasını büyülenerek dinledi.
Aşk-ı Memnu | Adnan Bey, evin bahçesinde düzenlenen partide konukları ağırladı.
Aşk-ı Memnu | Bihter ve Behlül, gizli buluşmalarını sürdürmeye karar verdiler.
Aşk-ı Memnu | Nihal, Adnan Bey'in ona olan sevgisinden şüphe etmeye başladı.
Aşk-ı Memnu | Peyker, Bihter'in kendisine yeterince zaman ayırmadığını düşünüyordu.
Aşk-ı Memnu | Behlül, Nihal'in doğum günü için özel bir hediye hazırladı.
Aşk-ı Memnu | Bihter, bahçede Behlül'le karşılaştığında kalbinin hızlı attığını hissetti.
Aşk-ı Memnu | Adnan Bey, evdeki huzursuzluğun farkına vardı.
Bozkurtların Ölümü | Çalık.
Bozkurtların Ölümü | Kür Şad.
Suç ve Ceza | Suçun psikolojik etkileri, Raskolnikov'un karakter gelişimi üzerinden tartışılır.
Suç ve Ceza | Dostoyevski, Raskolnikov aracılığıyla insan ruhunun derinliklerine dalar.
Suç ve Ceza | Suçun psikolojik etkileri, Raskolnikov'un karakter gelişimi üzerinden tartışılır.
Suç ve Ceza | Dostoyevski, Raskolnikov aracılığıyla insan ruhunun derinliklerine dalar.
Suç ve Ceza | Raskolnikov'un suçu ve sonrasındaki vicdan muhasebesi, romanın çarpıcı anları arasındadır.
Suç ve Ceza | Roman, Raskolnikov'un suç işleme sürecini ve bu sürecin içsel yansımalarını ele alır.
Aşk-ı Memnu | Behlül, Bihter'e olan duygularını saklayamıyordu.
Aşk-ı Memnu | Peyker, Adnan Bey'in evinde sık sık ziyaretçi olarak görülüyordu.
